image_id,time_s,label,w,h,cx,cy,cx_n,cy_n,area,area_norm,solidity,aspect_ratio,circularity,bbox_x,bbox_y,bbox_w,bbox_h,extent,mask_fuse,finger_count,prior_nboxes,theta_rad,dtheta_rad,theta_accum_rad,rot_dir,path_raw,path_crop,path_mask,path_overlay
1762602241535_000094,1762602242,play,960,544,592.486,381.54,0.61717,0.70136,41317,0.079115,0.63519,0.75575,0.14895,442,196,263,348,0.45143,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602241535_000094.jpg,data\data_play\images_crop\1762602241535_000094.jpg,data\data_play\masks\1762602241535_000094.png,data\data_play\overlays\1762602241535_000094.jpg
1762602241717_000095,1762602242,play,960,544,591.723,379.543,0.61638,0.69769,41208,0.078907,0.66494,0.75358,0.16248,441,195,263,349,0.44896,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602241717_000095.jpg,data\data_play\images_crop\1762602241717_000095.jpg,data\data_play\masks\1762602241717_000095.png,data\data_play\overlays\1762602241717_000095.jpg
1762602241928_000096,1762602242,play,960,544,591.314,378.74,0.61595,0.69621,41268,0.079021,0.66496,0.75143,0.16497,440,194,263,350,0.44832,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602241928_000096.jpg,data\data_play\images_crop\1762602241928_000096.jpg,data\data_play\masks\1762602241928_000096.png,data\data_play\overlays\1762602241928_000096.jpg
1762602242119_000097,1762602242,play,960,544,590.021,377.288,0.61461,0.69354,41330,0.079141,0.66699,0.74716,0.161,439,192,263,352,0.44645,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602242119_000097.jpg,data\data_play\images_crop\1762602242119_000097.jpg,data\data_play\masks\1762602242119_000097.png,data\data_play\overlays\1762602242119_000097.jpg
1762602242336_000098,1762602242,play,960,544,589.549,377.15,0.61411,0.69329,41484,0.079436,0.66734,0.74221,0.16305,439,191,262,353,0.44855,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602242336_000098.jpg,data\data_play\images_crop\1762602242336_000098.jpg,data\data_play\masks\1762602242336_000098.png,data\data_play\overlays\1762602242336_000098.jpg
1762602242549_000099,1762602243,play,960,544,590.168,376.841,0.61476,0.69272,41328,0.079136,0.66547,0.74148,0.16169,440,192,261,352,0.44984,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602242549_000099.jpg,data\data_play\images_crop\1762602242549_000099.jpg,data\data_play\masks\1762602242549_000099.png,data\data_play\overlays\1762602242549_000099.jpg
1762602250491_000000,1762602250,pause,960,544,650.508,393.151,0.67761,0.7227,15198,0.029102,0.80074,0.73,0.45949,570,320,146,200,0.52048,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602250491_000000.jpg,data\data_pause\images_crop\1762602250491_000000.jpg,data\data_pause\masks\1762602250491_000000.png,data\data_pause\overlays\1762602250491_000000.jpg
1762602250681_000001,1762602251,pause,960,544,650.853,401.847,0.67797,0.73869,15356,0.029405,0.80605,0.72549,0.4559,569,328,148,204,0.50863,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602250681_000001.jpg,data\data_pause\images_crop\1762602250681_000001.jpg,data\data_pause\masks\1762602250681_000001.png,data\data_pause\overlays\1762602250681_000001.jpg
1762602250866_000002,1762602251,pause,960,544,650.493,401.604,0.6776,0.73824,15412,0.029511,0.80676,0.74,0.45231,569,328,148,200,0.52068,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602250866_000002.jpg,data\data_pause\images_crop\1762602250866_000002.jpg,data\data_pause\masks\1762602250866_000002.png,data\data_pause\overlays\1762602250866_000002.jpg
1762602251074_000003,1762602251,pause,960,544,651.812,403.394,0.67897,0.74153,15584,0.029842,0.80494,0.75,0.45264,569,330,150,200,0.51948,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602251074_000003.jpg,data\data_pause\images_crop\1762602251074_000003.jpg,data\data_pause\masks\1762602251074_000003.png,data\data_pause\overlays\1762602251074_000003.jpg
1762602251270_000004,1762602251,pause,960,544,652.101,401.835,0.67927,0.73867,15764,0.030186,0.81538,0.76142,0.46802,569,328,150,197,0.53349,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602251270_000004.jpg,data\data_pause\images_crop\1762602251270_000004.jpg,data\data_pause\masks\1762602251270_000004.png,data\data_pause\overlays\1762602251270_000004.jpg
1762602251481_000005,1762602251,pause,960,544,651.63,400.532,0.67878,0.73627,15873,0.030395,0.80732,0.75879,0.45274,568,327,151,199,0.52825,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602251481_000005.jpg,data\data_pause\images_crop\1762602251481_000005.jpg,data\data_pause\masks\1762602251481_000005.png,data\data_pause\overlays\1762602251481_000005.jpg
1762602251692_000006,1762602252,pause,960,544,650.638,400.308,0.67775,0.73586,15546,0.029768,0.80842,0.75253,0.46119,568,327,149,198,0.52695,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602251692_000006.jpg,data\data_pause\images_crop\1762602251692_000006.jpg,data\data_pause\masks\1762602251692_000006.png,data\data_pause\overlays\1762602251692_000006.jpg
1762602251895_000007,1762602252,pause,960,544,648.57,393.177,0.67559,0.72275,15758,0.030175,0.80325,0.76263,0.4439,565,319,151,198,0.52708,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602251895_000007.jpg,data\data_pause\images_crop\1762602251895_000007.jpg,data\data_pause\masks\1762602251895_000007.png,data\data_pause\overlays\1762602251895_000007.jpg
1762602252094_000008,1762602252,pause,960,544,658.266,392.138,0.68569,0.72084,17712,0.033916,0.82595,0.71628,0.43696,572,309,154,215,0.53496,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602252094_000008.jpg,data\data_pause\images_crop\1762602252094_000008.jpg,data\data_pause\masks\1762602252094_000008.png,data\data_pause\overlays\1762602252094_000008.jpg
1762602252286_000009,1762602252,pause,960,544,660.062,393.604,0.68756,0.72354,20208,0.038696,0.85448,0.71493,0.46663,571,301,158,221,0.57874,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602252286_000009.jpg,data\data_pause\images_crop\1762602252286_000009.jpg,data\data_pause\masks\1762602252286_000009.png,data\data_pause\overlays\1762602252286_000009.jpg
1762602252495_000010,1762602252,pause,960,544,659.388,389.911,0.68686,0.71675,21537,0.04124,0.86717,0.73543,0.48574,567,295,164,223,0.58889,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602252495_000010.jpg,data\data_pause\images_crop\1762602252495_000010.jpg,data\data_pause\masks\1762602252495_000010.png,data\data_pause\overlays\1762602252495_000010.jpg
1762602252678_000011,1762602253,pause,960,544,663.603,387.138,0.69125,0.71165,22382,0.042858,0.87377,0.74336,0.45595,569,291,168,226,0.5895,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602252678_000011.jpg,data\data_pause\images_crop\1762602252678_000011.jpg,data\data_pause\masks\1762602252678_000011.png,data\data_pause\overlays\1762602252678_000011.jpg
1762602252894_000012,1762602253,pause,960,544,670.604,390.952,0.69855,0.71866,23422,0.04485,0.82922,0.72727,0.37026,576,290,168,231,0.60355,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602252894_000012.jpg,data\data_pause\images_crop\1762602252894_000012.jpg,data\data_pause\masks\1762602252894_000012.png,data\data_pause\overlays\1762602252894_000012.jpg
1762602253097_000013,1762602253,pause,960,544,673.086,389.896,0.70113,0.71672,24034,0.046022,0.84072,0.73276,0.40465,578,288,170,232,0.60939,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602253097_000013.jpg,data\data_pause\images_crop\1762602253097_000013.jpg,data\data_pause\masks\1762602253097_000013.png,data\data_pause\overlays\1762602253097_000013.jpg
1762602253289_000014,1762602253,pause,960,544,671.816,390.805,0.69981,0.71839,24409,0.046739,0.84402,0.73391,0.40585,576,288,171,233,0.61263,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602253289_000014.jpg,data\data_pause\images_crop\1762602253289_000014.jpg,data\data_pause\masks\1762602253289_000014.png,data\data_pause\overlays\1762602253289_000014.jpg
1762602253510_000015,1762602254,pause,960,544,669.884,391.091,0.6978,0.71892,24779,0.047448,0.84925,0.73932,0.41494,573,287,173,234,0.61211,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602253510_000015.jpg,data\data_pause\images_crop\1762602253510_000015.jpg,data\data_pause\masks\1762602253510_000015.png,data\data_pause\overlays\1762602253510_000015.jpg
1762602253693_000016,1762602254,pause,960,544,668.55,390.791,0.69641,0.71837,24823,0.047532,0.84367,0.74359,0.39603,571,288,174,234,0.60966,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602253693_000016.jpg,data\data_pause\images_crop\1762602253693_000016.jpg,data\data_pause\masks\1762602253693_000016.png,data\data_pause\overlays\1762602253693_000016.jpg
1762602253894_000017,1762602254,pause,960,544,664.368,388.113,0.69205,0.71344,24569,0.047045,0.88556,0.74359,0.46877,567,287,174,234,0.60342,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602253894_000017.jpg,data\data_pause\images_crop\1762602253894_000017.jpg,data\data_pause\masks\1762602253894_000017.png,data\data_pause\overlays\1762602253894_000017.jpg
1762602254088_000018,1762602254,pause,960,544,665.432,389.627,0.69316,0.71623,24621,0.047145,0.88621,0.74043,0.47655,567,288,174,235,0.60213,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602254088_000018.jpg,data\data_pause\images_crop\1762602254088_000018.jpg,data\data_pause\masks\1762602254088_000018.png,data\data_pause\overlays\1762602254088_000018.jpg
1762602254305_000019,1762602254,pause,960,544,665.496,389.495,0.69323,0.71598,24431,0.046781,0.88151,0.73932,0.47784,568,288,173,234,0.6035,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602254305_000019.jpg,data\data_pause\images_crop\1762602254305_000019.jpg,data\data_pause\masks\1762602254305_000019.png,data\data_pause\overlays\1762602254305_000019.jpg
1762602254509_000020,1762602255,pause,960,544,666.785,387.945,0.69457,0.71313,24217,0.046371,0.88137,0.74359,0.50613,569,287,174,234,0.59478,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602254509_000020.jpg,data\data_pause\images_crop\1762602254509_000020.jpg,data\data_pause\masks\1762602254509_000020.png,data\data_pause\overlays\1762602254509_000020.jpg
1762602254699_000021,1762602255,pause,960,544,668.54,387.852,0.6964,0.71296,24289,0.04651,0.88164,0.73932,0.47219,571,287,173,234,0.60001,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602254699_000021.jpg,data\data_pause\images_crop\1762602254699_000021.jpg,data\data_pause\masks\1762602254699_000021.png,data\data_pause\overlays\1762602254699_000021.jpg
1762602254915_000022,1762602255,pause,960,544,669.078,388.204,0.69696,0.71361,24821,0.047529,0.84089,0.74359,0.39697,571,286,174,234,0.60963,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602254915_000022.jpg,data\data_pause\images_crop\1762602254915_000022.jpg,data\data_pause\masks\1762602254915_000022.png,data\data_pause\overlays\1762602254915_000022.jpg
1762602255092_000023,1762602255,pause,960,544,666.799,388.052,0.69458,0.71333,24851,0.047586,0.84204,0.74678,0.39079,569,286,174,233,0.61298,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602255092_000023.jpg,data\data_pause\images_crop\1762602255092_000023.jpg,data\data_pause\masks\1762602255092_000023.png,data\data_pause\overlays\1762602255092_000023.jpg
1762602255306_000024,1762602255,pause,960,544,668.23,388.074,0.69607,0.71337,24647,0.047196,0.88625,0.74786,0.47095,570,287,175,234,0.60189,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602255306_000024.jpg,data\data_pause\images_crop\1762602255306_000024.jpg,data\data_pause\masks\1762602255306_000024.png,data\data_pause\overlays\1762602255306_000024.jpg
1762602255492_000025,1762602255,pause,960,544,667.146,389.375,0.69494,0.71576,25041,0.04795,0.85143,0.74678,0.38063,569,287,174,233,0.61767,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602255492_000025.jpg,data\data_pause\images_crop\1762602255492_000025.jpg,data\data_pause\masks\1762602255492_000025.png,data\data_pause\overlays\1762602255492_000025.jpg
1762602255710_000026,1762602256,pause,960,544,665.396,385.562,0.69312,0.70875,24703,0.047302,0.84256,0.75,0.37324,567,284,174,232,0.61195,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602255710_000026.jpg,data\data_pause\images_crop\1762602255710_000026.jpg,data\data_pause\masks\1762602255710_000026.png,data\data_pause\overlays\1762602255710_000026.jpg
1762602255911_000027,1762602256,pause,960,544,666.55,387.78,0.69432,0.71283,25063,0.047992,0.8475,0.74468,0.38154,568,284,175,235,0.60945,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602255911_000027.jpg,data\data_pause\images_crop\1762602255911_000027.jpg,data\data_pause\masks\1762602255911_000027.png,data\data_pause\overlays\1762602255911_000027.jpg
1762602256106_000028,1762602256,pause,960,544,665.811,386.201,0.69355,0.70993,24838,0.047561,0.84367,0.74678,0.36514,568,284,174,233,0.61266,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602256106_000028.jpg,data\data_pause\images_crop\1762602256106_000028.jpg,data\data_pause\masks\1762602256106_000028.png,data\data_pause\overlays\1762602256106_000028.jpg
1762602256319_000029,1762602256,pause,960,544,666.471,384.29,0.69424,0.70642,25098,0.048059,0.85172,0.75107,0.37408,568,282,175,233,0.61554,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602256319_000029.jpg,data\data_pause\images_crop\1762602256319_000029.jpg,data\data_pause\masks\1762602256319_000029.png,data\data_pause\overlays\1762602256319_000029.jpg
1762602256504_000030,1762602257,pause,960,544,665.06,383.553,0.69277,0.70506,24604,0.047113,0.87928,0.75966,0.49335,565,283,177,233,0.5966,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602256504_000030.jpg,data\data_pause\images_crop\1762602256504_000030.jpg,data\data_pause\masks\1762602256504_000030.png,data\data_pause\overlays\1762602256504_000030.jpg
1762602256711_000031,1762602257,pause,960,544,664.284,380.664,0.69196,0.69975,24271,0.046476,0.88334,0.75758,0.51554,566,282,175,231,0.60041,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602256711_000031.jpg,data\data_pause\images_crop\1762602256711_000031.jpg,data\data_pause\masks\1762602256711_000031.png,data\data_pause\overlays\1762602256711_000031.jpg
1762602256909_000032,1762602257,pause,960,544,660.11,383.257,0.68761,0.70452,24028,0.046009,0.87529,0.75107,0.49704,561,284,175,233,0.58928,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602256909_000032.jpg,data\data_pause\images_crop\1762602256909_000032.jpg,data\data_pause\masks\1762602256909_000032.png,data\data_pause\overlays\1762602256909_000032.jpg
1762602257114_000033,1762602257,pause,960,544,661.047,384.359,0.68859,0.70654,24106,0.04616,0.87864,0.75,0.50155,563,285,174,232,0.59717,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602257114_000033.jpg,data\data_pause\images_crop\1762602257114_000033.jpg,data\data_pause\masks\1762602257114_000033.png,data\data_pause\overlays\1762602257114_000033.jpg
1762602257313_000034,1762602257,pause,960,544,664.747,387.556,0.69245,0.71242,24015,0.045985,0.87604,0.74678,0.49171,566,288,174,233,0.59235,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602257313_000034.jpg,data\data_pause\images_crop\1762602257313_000034.jpg,data\data_pause\masks\1762602257313_000034.png,data\data_pause\overlays\1762602257313_000034.jpg
1762602257511_000035,1762602258,pause,960,544,666.03,390.324,0.69378,0.71751,23937,0.045836,0.88078,0.73932,0.48836,568,290,173,234,0.59131,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602257511_000035.jpg,data\data_pause\images_crop\1762602257511_000035.jpg,data\data_pause\masks\1762602257511_000035.png,data\data_pause\overlays\1762602257511_000035.jpg
1762602257728_000036,1762602258,pause,960,544,665.692,392.42,0.69343,0.72136,23942,0.045846,0.8758,0.74249,0.47288,568,293,173,233,0.59397,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602257728_000036.jpg,data\data_pause\images_crop\1762602257728_000036.jpg,data\data_pause\masks\1762602257728_000036.png,data\data_pause\overlays\1762602257728_000036.jpg
1762602257919_000037,1762602258,pause,960,544,663.217,389.719,0.69085,0.71639,23396,0.0448,0.87081,0.74459,0.49394,566,292,172,231,0.58886,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602257919_000037.jpg,data\data_pause\images_crop\1762602257919_000037.jpg,data\data_pause\masks\1762602257919_000037.png,data\data_pause\overlays\1762602257919_000037.jpg
1762602258125_000038,1762602258,pause,960,544,660.656,388.421,0.68818,0.71401,23159,0.044346,0.87193,0.74348,0.47502,564,291,171,230,0.58884,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602258125_000038.jpg,data\data_pause\images_crop\1762602258125_000038.jpg,data\data_pause\masks\1762602258125_000038.png,data\data_pause\overlays\1762602258125_000038.jpg
1762602258319_000039,1762602258,pause,960,544,659.735,388.762,0.68722,0.71464,23419,0.044843,0.8716,0.74459,0.51049,563,291,172,231,0.58942,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602258319_000039.jpg,data\data_pause\images_crop\1762602258319_000039.jpg,data\data_pause\masks\1762602258319_000039.png,data\data_pause\overlays\1762602258319_000039.jpg
1762602258525_000040,1762602259,pause,960,544,660.951,389.305,0.68849,0.71563,23313,0.044641,0.87298,0.74459,0.49008,564,291,172,231,0.58677,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602258525_000040.jpg,data\data_pause\images_crop\1762602258525_000040.jpg,data\data_pause\masks\1762602258525_000040.png,data\data_pause\overlays\1762602258525_000040.jpg
1762602258717_000041,1762602259,pause,960,544,662.993,390.078,0.69062,0.71706,23326,0.044666,0.86412,0.74569,0.47893,565,292,173,232,0.58119,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602258717_000041.jpg,data\data_pause\images_crop\1762602258717_000041.jpg,data\data_pause\masks\1762602258717_000041.png,data\data_pause\overlays\1762602258717_000041.jpg
1762602258923_000042,1762602259,pause,960,544,662.915,390.208,0.69054,0.71729,23325,0.044664,0.86767,0.74138,0.48384,566,292,172,232,0.58454,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602258923_000042.jpg,data\data_pause\images_crop\1762602258923_000042.jpg,data\data_pause\masks\1762602258923_000042.png,data\data_pause\overlays\1762602258923_000042.jpg
1762602259128_000043,1762602259,pause,960,544,663.183,390.872,0.69082,0.71851,23369,0.044748,0.8678,0.74138,0.47664,566,292,172,232,0.58563,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602259128_000043.jpg,data\data_pause\images_crop\1762602259128_000043.jpg,data\data_pause\masks\1762602259128_000043.png,data\data_pause\overlays\1762602259128_000043.jpg
1762602259320_000044,1762602259,pause,960,544,663.567,390.022,0.69122,0.71695,23405,0.044817,0.86522,0.74569,0.47378,566,292,173,232,0.58314,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602259320_000044.jpg,data\data_pause\images_crop\1762602259320_000044.jpg,data\data_pause\masks\1762602259320_000044.png,data\data_pause\overlays\1762602259320_000044.jpg
1762602259527_000045,1762602260,pause,960,544,664.111,392.23,0.69178,0.72101,23606,0.045201,0.87043,0.7382,0.47702,567,293,172,233,0.58903,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602259527_000045.jpg,data\data_pause\images_crop\1762602259527_000045.jpg,data\data_pause\masks\1762602259527_000045.png,data\data_pause\overlays\1762602259527_000045.jpg
1762602259719_000046,1762602260,pause,960,544,662.217,392.79,0.68981,0.72204,23641,0.045268,0.87486,0.7382,0.49728,565,294,172,233,0.5899,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602259719_000046.jpg,data\data_pause\images_crop\1762602259719_000046.jpg,data\data_pause\masks\1762602259719_000046.png,data\data_pause\overlays\1762602259719_000046.jpg
1762602259926_000047,1762602260,pause,960,544,662.26,392.373,0.68985,0.72127,23353,0.044717,0.8701,0.74459,0.49572,565,294,172,231,0.58776,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602259926_000047.jpg,data\data_pause\images_crop\1762602259926_000047.jpg,data\data_pause\masks\1762602259926_000047.png,data\data_pause\overlays\1762602259926_000047.jpg
1762602260124_000048,1762602260,pause,960,544,662.503,390.031,0.69011,0.71697,23449,0.044902,0.87324,0.75217,0.48892,565,292,173,230,0.58933,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602260124_000048.jpg,data\data_pause\images_crop\1762602260124_000048.jpg,data\data_pause\masks\1762602260124_000048.png,data\data_pause\overlays\1762602260124_000048.jpg
1762602260334_000049,1762602260,pause,960,544,663.251,390.585,0.69089,0.71799,23644,0.045274,0.8721,0.74569,0.4969,566,292,173,232,0.5891,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602260334_000049.jpg,data\data_pause\images_crop\1762602260334_000049.jpg,data\data_pause\masks\1762602260334_000049.png,data\data_pause\overlays\1762602260334_000049.jpg
1762602260535_000050,1762602261,pause,960,544,662.788,390.095,0.6904,0.71709,23619,0.045227,0.87019,0.74569,0.48187,565,291,173,232,0.58849,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602260535_000050.jpg,data\data_pause\images_crop\1762602260535_000050.jpg,data\data_pause\masks\1762602260535_000050.png,data\data_pause\overlays\1762602260535_000050.jpg
1762602260728_000051,1762602261,pause,960,544,661.218,388.143,0.68877,0.7135,23685,0.045353,0.87734,0.75217,0.47003,564,290,173,230,0.59525,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602260728_000051.jpg,data\data_pause\images_crop\1762602260728_000051.jpg,data\data_pause\masks\1762602260728_000051.png,data\data_pause\overlays\1762602260728_000051.jpg
1762602260940_000052,1762602261,pause,960,544,659.752,386.212,0.68724,0.70995,23509,0.045017,0.8729,0.74783,0.51213,563,289,172,230,0.59427,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602260940_000052.jpg,data\data_pause\images_crop\1762602260940_000052.jpg,data\data_pause\masks\1762602260940_000052.png,data\data_pause\overlays\1762602260940_000052.jpg
1762602261125_000053,1762602261,pause,960,544,660.537,388.05,0.68806,0.71333,23349,0.04471,0.86605,0.74892,0.48788,563,290,173,231,0.58428,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602261125_000053.jpg,data\data_pause\images_crop\1762602261125_000053.jpg,data\data_pause\masks\1762602261125_000053.png,data\data_pause\overlays\1762602261125_000053.jpg
1762602261339_000054,1762602261,pause,960,544,662.172,389.597,0.68976,0.71617,23399,0.044805,0.86572,0.74892,0.46419,564,292,173,231,0.58552,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602261339_000054.jpg,data\data_pause\images_crop\1762602261339_000054.jpg,data\data_pause\masks\1762602261339_000054.png,data\data_pause\overlays\1762602261339_000054.jpg
1762602261534_000055,1762602262,pause,960,544,662.025,389.458,0.68961,0.71591,23419,0.044844,0.8671,0.74569,0.48622,564,291,173,232,0.5835,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602261534_000055.jpg,data\data_pause\images_crop\1762602261534_000055.jpg,data\data_pause\masks\1762602261534_000055.png,data\data_pause\overlays\1762602261534_000055.jpg
1762602261741_000056,1762602262,pause,960,544,661.879,388.17,0.68946,0.71355,23237,0.044495,0.86457,0.74783,0.48626,565,291,172,230,0.58739,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602261741_000056.jpg,data\data_pause\images_crop\1762602261741_000056.jpg,data\data_pause\masks\1762602261741_000056.png,data\data_pause\overlays\1762602261741_000056.jpg
1762602261946_000057,1762602262,pause,960,544,662.611,391.14,0.69022,0.71901,23281,0.04458,0.8663,0.74569,0.46407,565,293,173,232,0.58007,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602261946_000057.jpg,data\data_pause\images_crop\1762602261946_000057.jpg,data\data_pause\masks\1762602261946_000057.png,data\data_pause\overlays\1762602261946_000057.jpg
1762602262133_000058,1762602262,pause,960,544,661.114,389.564,0.68866,0.71611,23395,0.044798,0.87249,0.74783,0.49436,564,292,172,230,0.59139,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602262133_000058.jpg,data\data_pause\images_crop\1762602262133_000058.jpg,data\data_pause\masks\1762602262133_000058.png,data\data_pause\overlays\1762602262133_000058.jpg
1762602262353_000059,1762602262,pause,960,544,660.704,388.842,0.68823,0.71478,23066,0.044167,0.86868,0.74348,0.48937,564,292,171,230,0.58647,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602262353_000059.jpg,data\data_pause\images_crop\1762602262353_000059.jpg,data\data_pause\masks\1762602262353_000059.png,data\data_pause\overlays\1762602262353_000059.jpg
1762602262539_000060,1762602263,pause,960,544,658.736,386.696,0.68618,0.71084,23077,0.044189,0.87195,0.74783,0.48573,562,290,172,230,0.58335,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602262539_000060.jpg,data\data_pause\images_crop\1762602262539_000060.jpg,data\data_pause\masks\1762602262539_000060.png,data\data_pause\overlays\1762602262539_000060.jpg
1762602262751_000061,1762602263,pause,960,544,659.136,387.675,0.6866,0.71264,23082,0.044199,0.8655,0.74783,0.48688,562,291,172,230,0.58348,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602262751_000061.jpg,data\data_pause\images_crop\1762602262751_000061.jpg,data\data_pause\masks\1762602262751_000061.png,data\data_pause\overlays\1762602262751_000061.jpg
1762602262935_000062,1762602263,pause,960,544,659.612,388.018,0.6871,0.71327,23127,0.044284,0.865,0.74026,0.48899,563,291,171,231,0.58548,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602262935_000062.jpg,data\data_pause\images_crop\1762602262935_000062.jpg,data\data_pause\masks\1762602262935_000062.png,data\data_pause\overlays\1762602262935_000062.jpg
1762602263157_000063,1762602263,pause,960,544,660.55,389.815,0.68807,0.71657,23158,0.044345,0.863,0.73707,0.4883,564,292,171,232,0.58375,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602263157_000063.jpg,data\data_pause\images_crop\1762602263157_000063.jpg,data\data_pause\masks\1762602263157_000063.png,data\data_pause\overlays\1762602263157_000063.jpg
1762602263351_000064,1762602263,pause,960,544,661.337,392.078,0.68889,0.72073,23223,0.044468,0.86587,0.74459,0.47449,564,295,172,231,0.58449,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602263351_000064.jpg,data\data_pause\images_crop\1762602263351_000064.jpg,data\data_pause\masks\1762602263351_000064.png,data\data_pause\overlays\1762602263351_000064.jpg
1762602263543_000065,1762602264,pause,960,544,663.778,395.524,0.69144,0.72707,23299,0.044615,0.86676,0.73932,0.48373,566,297,173,234,0.57555,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602263543_000065.jpg,data\data_pause\images_crop\1762602263543_000065.jpg,data\data_pause\masks\1762602263543_000065.png,data\data_pause\overlays\1762602263543_000065.jpg
1762602263753_000066,1762602264,pause,960,544,665.191,396.621,0.69291,0.72908,23166,0.044359,0.86591,0.74138,0.47392,568,299,172,232,0.58054,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602263753_000066.jpg,data\data_pause\images_crop\1762602263753_000066.jpg,data\data_pause\masks\1762602263753_000066.png,data\data_pause\overlays\1762602263753_000066.jpg
1762602263941_000067,1762602264,pause,960,544,667.534,398.047,0.69535,0.7317,23511,0.04502,0.86627,0.73932,0.48241,570,299,173,234,0.58078,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602263941_000067.jpg,data\data_pause\images_crop\1762602263941_000067.jpg,data\data_pause\masks\1762602263941_000067.png,data\data_pause\overlays\1762602263941_000067.jpg
1762602264155_000068,1762602264,pause,960,544,668.581,398.707,0.69644,0.73292,23422,0.04485,0.8683,0.74249,0.50074,571,300,173,233,0.58107,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602264155_000068.jpg,data\data_pause\images_crop\1762602264155_000068.jpg,data\data_pause\masks\1762602264155_000068.png,data\data_pause\overlays\1762602264155_000068.jpg
