image_id,time_s,w,h,cx,cy,cx_n,cy_n,area,area_norm,solidity,aspect_ratio,circularity,bbox_x,bbox_y,bbox_w,bbox_h,extent,mask_fuse,finger_count,prior,prior_nboxes,gesture,label,path_raw,path_crop,path_mask,path_overlay
1762561025156_000139,1762561025.156,640,480,381.293,242.515,0.59577,0.50524,16948,0.055169,0.75497,0.83902,0.4025,307,171,172,205,0.48066,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561025156_000139.jpg,data_vol_down\images_crop\1762561025156_000139.jpg,data_vol_down\masks\1762561025156_000139.png,data_vol_down\overlays\1762561025156_000139.jpg
1762561025250_000140,1762561025.25,640,480,381.726,243.003,0.59645,0.50626,16882,0.054954,0.74883,0.83902,0.39013,308,171,172,205,0.47879,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561025250_000140.jpg,data_vol_down\images_crop\1762561025250_000140.jpg,data_vol_down\masks\1762561025250_000140.png,data_vol_down\overlays\1762561025250_000140.jpg
1762561025346_000141,1762561025.346,640,480,382.118,243.414,0.59706,0.50711,16872,0.054924,0.75599,0.83415,0.39215,309,171,171,205,0.48132,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561025346_000141.jpg,data_vol_down\images_crop\1762561025346_000141.jpg,data_vol_down\masks\1762561025346_000141.png,data_vol_down\overlays\1762561025346_000141.jpg
1762561025443_000142,1762561025.443,640,480,382.024,242.577,0.59691,0.50537,16983,0.055283,0.76266,0.84804,0.40819,307,171,173,204,0.48121,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561025443_000142.jpg,data_vol_down\images_crop\1762561025443_000142.jpg,data_vol_down\masks\1762561025443_000142.png,data_vol_down\overlays\1762561025443_000142.jpg
1762561025538_000143,1762561025.538,640,480,381.027,242.871,0.59536,0.50598,16891,0.054984,0.75376,0.84804,0.39247,307,171,173,204,0.47861,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561025538_000143.jpg,data_vol_down\images_crop\1762561025538_000143.jpg,data_vol_down\masks\1762561025538_000143.png,data_vol_down\overlays\1762561025538_000143.jpg
1762561025631_000144,1762561025.631,640,480,382.0,243.686,0.59687,0.50768,17062,0.05554,0.76289,0.85294,0.40543,307,172,174,204,0.48067,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561025631_000144.jpg,data_vol_down\images_crop\1762561025631_000144.jpg,data_vol_down\masks\1762561025631_000144.png,data_vol_down\overlays\1762561025631_000144.jpg
1762561025721_000145,1762561025.721,640,480,381.986,244.322,0.59685,0.509,16977,0.055265,0.76279,0.83902,0.40462,308,172,172,205,0.48149,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561025721_000145.jpg,data_vol_down\images_crop\1762561025721_000145.jpg,data_vol_down\masks\1762561025721_000145.png,data_vol_down\overlays\1762561025721_000145.jpg
1762561025811_000146,1762561025.811,640,480,381.038,244.098,0.59537,0.50854,16804,0.054702,0.75869,0.84729,0.39664,307,172,172,203,0.48128,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561025811_000146.jpg,data_vol_down\images_crop\1762561025811_000146.jpg,data_vol_down\masks\1762561025811_000146.png,data_vol_down\overlays\1762561025811_000146.jpg
1762561025913_000147,1762561025.913,640,480,381.448,243.451,0.59601,0.50719,16944,0.055158,0.76001,0.84236,0.40177,308,172,171,203,0.48813,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561025913_000147.jpg,data_vol_down\images_crop\1762561025913_000147.jpg,data_vol_down\masks\1762561025913_000147.png,data_vol_down\overlays\1762561025913_000147.jpg
1762561026006_000148,1762561026.006,640,480,381.147,243.954,0.59554,0.50824,16979,0.055272,0.76039,0.84314,0.39552,308,172,172,204,0.48391,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561026006_000148.jpg,data_vol_down\images_crop\1762561026006_000148.jpg,data_vol_down\masks\1762561026006_000148.png,data_vol_down\overlays\1762561026006_000148.jpg
1762561026095_000149,1762561026.095,640,480,381.434,245.418,0.59599,0.51129,17014,0.055386,0.76654,0.84729,0.40604,308,174,172,203,0.4873,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561026095_000149.jpg,data_vol_down\images_crop\1762561026095_000149.jpg,data_vol_down\masks\1762561026095_000149.png,data_vol_down\overlays\1762561026095_000149.jpg
1762561026188_000150,1762561026.188,640,480,382.833,246.728,0.59818,0.51402,16914,0.05506,0.76037,0.84236,0.39475,309,175,171,203,0.48727,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561026188_000150.jpg,data_vol_down\images_crop\1762561026188_000150.jpg,data_vol_down\masks\1762561026188_000150.png,data_vol_down\overlays\1762561026188_000150.jpg
1762561026283_000151,1762561026.283,640,480,383.591,245.992,0.59936,0.51248,16942,0.055151,0.7654,0.83824,0.40999,311,174,171,204,0.48568,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561026283_000151.jpg,data_vol_down\images_crop\1762561026283_000151.jpg,data_vol_down\masks\1762561026283_000151.png,data_vol_down\overlays\1762561026283_000151.jpg
1762561026379_000152,1762561026.379,640,480,382.337,245.933,0.5974,0.51236,16755,0.054541,0.7529,0.84729,0.37711,309,174,172,203,0.47987,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561026379_000152.jpg,data_vol_down\images_crop\1762561026379_000152.jpg,data_vol_down\masks\1762561026379_000152.png,data_vol_down\overlays\1762561026379_000152.jpg
1762561026473_000153,1762561026.473,640,480,381.794,245.66,0.59655,0.51179,16804,0.054701,0.753,0.85644,0.38487,308,174,173,202,0.48086,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561026473_000153.jpg,data_vol_down\images_crop\1762561026473_000153.jpg,data_vol_down\masks\1762561026473_000153.png,data_vol_down\overlays\1762561026473_000153.jpg
1762561026568_000154,1762561026.568,640,480,381.83,245.975,0.59661,0.51245,16914,0.055059,0.7672,0.84729,0.40599,308,175,172,203,0.48442,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561026568_000154.jpg,data_vol_down\images_crop\1762561026568_000154.jpg,data_vol_down\masks\1762561026568_000154.png,data_vol_down\overlays\1762561026568_000154.jpg
1762561026658_000155,1762561026.658,640,480,382.035,246.915,0.59693,0.51441,16947,0.055168,0.76694,0.865,0.40184,308,176,173,200,0.48981,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561026658_000155.jpg,data_vol_down\images_crop\1762561026658_000155.jpg,data_vol_down\masks\1762561026658_000155.png,data_vol_down\overlays\1762561026658_000155.jpg
1762561026753_000156,1762561026.753,640,480,383.17,249.441,0.5987,0.51967,16947,0.055168,0.75892,0.83824,0.38862,309,177,171,204,0.48582,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561026753_000156.jpg,data_vol_down\images_crop\1762561026753_000156.jpg,data_vol_down\masks\1762561026753_000156.png,data_vol_down\overlays\1762561026753_000156.jpg
1762561026845_000157,1762561026.845,640,480,384.667,249.329,0.60104,0.51944,16827,0.054777,0.75856,0.84314,0.39198,311,177,172,204,0.47958,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561026845_000157.jpg,data_vol_down\images_crop\1762561026845_000157.jpg,data_vol_down\masks\1762561026845_000157.png,data_vol_down\overlays\1762561026845_000157.jpg
1762561026936_000158,1762561026.936,640,480,384.419,246.013,0.60065,0.51253,16974,0.055254,0.76516,0.84236,0.39692,311,174,171,203,0.48898,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561026936_000158.jpg,data_vol_down\images_crop\1762561026936_000158.jpg,data_vol_down\masks\1762561026936_000158.png,data_vol_down\overlays\1762561026936_000158.jpg
1762561027027_000159,1762561027.027,640,480,382.191,244.6,0.59717,0.50958,16986,0.055295,0.75885,0.84236,0.3948,308,173,171,203,0.48934,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027027_000159.jpg,data_vol_down\images_crop\1762561027027_000159.jpg,data_vol_down\masks\1762561027027_000159.png,data_vol_down\overlays\1762561027027_000159.jpg
1762561027117_000160,1762561027.117,640,480,380.553,244.452,0.59461,0.50927,16979,0.05527,0.76733,0.84729,0.40531,307,172,172,203,0.48628,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027117_000160.jpg,data_vol_down\images_crop\1762561027117_000160.jpg,data_vol_down\masks\1762561027117_000160.png,data_vol_down\overlays\1762561027117_000160.jpg
1762561027207_000161,1762561027.207,640,480,380.332,244.977,0.59427,0.51037,17164,0.055874,0.763,0.85714,0.40498,305,173,174,203,0.48594,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027207_000161.jpg,data_vol_down\images_crop\1762561027207_000161.jpg,data_vol_down\masks\1762561027207_000161.png,data_vol_down\overlays\1762561027207_000161.jpg
1762561027297_000162,1762561027.297,640,480,380.282,245.903,0.59419,0.5123,17044,0.055483,0.76115,0.84729,0.39311,306,174,172,203,0.48816,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027297_000162.jpg,data_vol_down\images_crop\1762561027297_000162.jpg,data_vol_down\masks\1762561027297_000162.png,data_vol_down\overlays\1762561027297_000162.jpg
1762561027387_000163,1762561027.387,640,480,381.99,248.238,0.59686,0.51716,17129,0.05576,0.76435,0.85222,0.39722,308,176,173,203,0.48776,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027387_000163.jpg,data_vol_down\images_crop\1762561027387_000163.jpg,data_vol_down\masks\1762561027387_000163.png,data_vol_down\overlays\1762561027387_000163.jpg
1762561027476_000164,1762561027.476,640,480,382.539,247.718,0.59772,0.51608,16960,0.055208,0.76671,0.85075,0.39607,309,176,171,201,0.49344,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561027476_000164.jpg,data_vol_down\images_crop\1762561027476_000164.jpg,data_vol_down\masks\1762561027476_000164.png,data_vol_down\overlays\1762561027476_000164.jpg
1762561027566_000165,1762561027.566,640,480,382.915,247.235,0.59831,0.51507,16994,0.055319,0.75925,0.84236,0.38958,309,176,171,203,0.48956,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027566_000165.jpg,data_vol_down\images_crop\1762561027566_000165.jpg,data_vol_down\masks\1762561027566_000165.png,data_vol_down\overlays\1762561027566_000165.jpg
1762561027653_000166,1762561027.653,640,480,382.401,245.891,0.5975,0.51227,16901,0.055018,0.76588,0.85075,0.40651,309,175,171,201,0.49174,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027653_000166.jpg,data_vol_down\images_crop\1762561027653_000166.jpg,data_vol_down\masks\1762561027653_000166.png,data_vol_down\overlays\1762561027653_000166.jpg
1762561027740_000167,1762561027.74,640,480,382.496,245.256,0.59765,0.51095,17060,0.055534,0.76781,0.84729,0.40724,308,174,172,203,0.4886,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027740_000167.jpg,data_vol_down\images_crop\1762561027740_000167.jpg,data_vol_down\masks\1762561027740_000167.png,data_vol_down\overlays\1762561027740_000167.jpg
1762561027827_000168,1762561027.827,640,480,381.691,244.733,0.59639,0.50986,16952,0.055182,0.76076,0.84236,0.39768,308,173,171,203,0.48835,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027827_000168.jpg,data_vol_down\images_crop\1762561027827_000168.jpg,data_vol_down\masks\1762561027827_000168.png,data_vol_down\overlays\1762561027827_000168.jpg
1762561027914_000169,1762561027.914,640,480,380.764,244.871,0.59494,0.51015,16823,0.054764,0.7598,0.85149,0.39657,307,173,172,202,0.48421,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561027914_000169.jpg,data_vol_down\images_crop\1762561027914_000169.jpg,data_vol_down\masks\1762561027914_000169.png,data_vol_down\overlays\1762561027914_000169.jpg
1762561028003_000170,1762561028.003,640,480,380.653,244.76,0.59477,0.50992,16794,0.054668,0.76481,0.85572,0.40854,307,173,172,201,0.48577,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561028003_000170.jpg,data_vol_down\images_crop\1762561028003_000170.jpg,data_vol_down\masks\1762561028003_000170.png,data_vol_down\overlays\1762561028003_000170.jpg
1762561028102_000171,1762561028.102,640,480,380.022,243.959,0.59378,0.50825,16917,0.05507,0.76838,0.85149,0.40227,307,172,172,202,0.48692,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561028102_000171.jpg,data_vol_down\images_crop\1762561028102_000171.jpg,data_vol_down\masks\1762561028102_000171.png,data_vol_down\overlays\1762561028102_000171.jpg
1762561028189_000172,1762561028.189,640,480,379.296,243.099,0.59265,0.50646,16952,0.055182,0.77442,0.86364,0.41334,306,172,171,198,0.50068,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561028189_000172.jpg,data_vol_down\images_crop\1762561028189_000172.jpg,data_vol_down\masks\1762561028189_000172.png,data_vol_down\overlays\1762561028189_000172.jpg
1762561028278_000173,1762561028.278,640,480,378.166,243.108,0.59088,0.50647,16860,0.054884,0.76382,0.85149,0.39872,305,172,172,202,0.48528,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561028278_000173.jpg,data_vol_down\images_crop\1762561028278_000173.jpg,data_vol_down\masks\1762561028278_000173.png,data_vol_down\overlays\1762561028278_000173.jpg
1762561028366_000174,1762561028.366,640,480,378.165,243.611,0.59088,0.50752,16830,0.054787,0.76173,0.85644,0.3971,304,172,173,202,0.48161,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561028366_000174.jpg,data_vol_down\images_crop\1762561028366_000174.jpg,data_vol_down\masks\1762561028366_000174.png,data_vol_down\overlays\1762561028366_000174.jpg
1762561028455_000175,1762561028.455,640,480,377.839,243.601,0.59037,0.5075,16843,0.054829,0.76473,0.85149,0.39524,305,172,172,202,0.48479,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561028455_000175.jpg,data_vol_down\images_crop\1762561028455_000175.jpg,data_vol_down\masks\1762561028455_000175.png,data_vol_down\overlays\1762561028455_000175.jpg
1762561028546_000176,1762561028.546,640,480,378.886,243.281,0.59201,0.50683,16995,0.055324,0.75985,0.84314,0.39323,305,171,172,204,0.48437,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561028546_000176.jpg,data_vol_down\images_crop\1762561028546_000176.jpg,data_vol_down\masks\1762561028546_000176.png,data_vol_down\overlays\1762561028546_000176.jpg
1762561028637_000177,1762561028.637,640,480,378.434,242.568,0.5913,0.50535,16940,0.055145,0.76604,0.84653,0.40244,305,171,171,202,0.49043,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561028637_000177.jpg,data_vol_down\images_crop\1762561028637_000177.jpg,data_vol_down\masks\1762561028637_000177.png,data_vol_down\overlays\1762561028637_000177.jpg
1762561028726_000178,1762561028.726,640,480,377.594,242.268,0.58999,0.50473,16760,0.054557,0.76448,0.84158,0.38876,305,171,170,202,0.48806,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561028726_000178.jpg,data_vol_down\images_crop\1762561028726_000178.jpg,data_vol_down\masks\1762561028726_000178.png,data_vol_down\overlays\1762561028726_000178.jpg
1762561028814_000179,1762561028.814,640,480,377.662,242.085,0.5901,0.50434,16790,0.054655,0.76121,0.85572,0.39462,304,172,172,201,0.48565,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561028814_000179.jpg,data_vol_down\images_crop\1762561028814_000179.jpg,data_vol_down\masks\1762561028814_000179.png,data_vol_down\overlays\1762561028814_000179.jpg
1762561028900_000180,1762561028.9,640,480,378.381,242.979,0.59122,0.50621,16925,0.055096,0.76,0.84729,0.395,305,171,172,203,0.48475,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561028900_000180.jpg,data_vol_down\images_crop\1762561028900_000180.jpg,data_vol_down\masks\1762561028900_000180.png,data_vol_down\overlays\1762561028900_000180.jpg
1762561028990_000181,1762561028.99,640,480,377.865,243.264,0.59041,0.5068,16741,0.054495,0.75873,0.85149,0.38709,305,171,172,202,0.48184,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561028990_000181.jpg,data_vol_down\images_crop\1762561028990_000181.jpg,data_vol_down\masks\1762561028990_000181.png,data_vol_down\overlays\1762561028990_000181.jpg
1762561029082_000182,1762561029.082,640,480,377.53,243.056,0.58989,0.50637,16681,0.0543,0.75092,0.85149,0.38744,305,172,172,202,0.48011,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561029082_000182.jpg,data_vol_down\images_crop\1762561029082_000182.jpg,data_vol_down\masks\1762561029082_000182.png,data_vol_down\overlays\1762561029082_000182.jpg
1762561029174_000183,1762561029.174,640,480,376.863,242.56,0.58885,0.50533,16833,0.054797,0.76108,0.85644,0.39643,303,171,173,202,0.4817,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561029174_000183.jpg,data_vol_down\images_crop\1762561029174_000183.jpg,data_vol_down\masks\1762561029174_000183.png,data_vol_down\overlays\1762561029174_000183.jpg
1762561029270_000184,1762561029.27,640,480,377.08,242.576,0.58919,0.50537,16911,0.055049,0.76093,0.86139,0.39619,303,171,174,202,0.48114,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561029270_000184.jpg,data_vol_down\images_crop\1762561029270_000184.jpg,data_vol_down\masks\1762561029270_000184.png,data_vol_down\overlays\1762561029270_000184.jpg
1762561029363_000185,1762561029.363,640,480,377.102,242.922,0.58922,0.50609,17005,0.055356,0.76541,0.85644,0.40344,303,172,173,202,0.48662,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561029363_000185.jpg,data_vol_down\images_crop\1762561029363_000185.jpg,data_vol_down\masks\1762561029363_000185.png,data_vol_down\overlays\1762561029363_000185.jpg
1762561029454_000186,1762561029.454,640,480,376.306,243.163,0.58798,0.50659,16924,0.055093,0.75632,0.85714,0.39662,302,171,174,203,0.47915,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561029454_000186.jpg,data_vol_down\images_crop\1762561029454_000186.jpg,data_vol_down\masks\1762561029454_000186.png,data_vol_down\overlays\1762561029454_000186.jpg
1762561029546_000187,1762561029.546,640,480,375.933,242.112,0.58739,0.5044,16891,0.054985,0.76131,0.84729,0.40743,302,170,172,203,0.48378,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561029546_000187.jpg,data_vol_down\images_crop\1762561029546_000187.jpg,data_vol_down\masks\1762561029546_000187.png,data_vol_down\overlays\1762561029546_000187.jpg
1762561029639_000188,1762561029.639,640,480,376.652,241.848,0.58852,0.50385,16927,0.055103,0.77173,0.85644,0.40289,303,170,173,202,0.48439,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561029639_000188.jpg,data_vol_down\images_crop\1762561029639_000188.jpg,data_vol_down\masks\1762561029639_000188.png,data_vol_down\overlays\1762561029639_000188.jpg
1762561029731_000189,1762561029.731,640,480,377.429,242.62,0.58973,0.50546,17078,0.055594,0.76935,0.85149,0.40889,304,171,172,202,0.49155,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561029731_000189.jpg,data_vol_down\images_crop\1762561029731_000189.jpg,data_vol_down\masks\1762561029731_000189.png,data_vol_down\overlays\1762561029731_000189.jpg
1762561029821_000190,1762561029.821,640,480,378.033,243.164,0.59068,0.50659,16955,0.055192,0.76539,0.84236,0.40122,305,171,171,203,0.48843,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561029821_000190.jpg,data_vol_down\images_crop\1762561029821_000190.jpg,data_vol_down\masks\1762561029821_000190.png,data_vol_down\overlays\1762561029821_000190.jpg
1762561029911_000191,1762561029.911,640,480,377.648,242.685,0.59007,0.50559,16942,0.05515,0.76859,0.85644,0.40481,304,171,173,202,0.48481,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561029911_000191.jpg,data_vol_down\images_crop\1762561029911_000191.jpg,data_vol_down\masks\1762561029911_000191.png,data_vol_down\overlays\1762561029911_000191.jpg
1762561030003_000192,1762561030.003,640,480,376.941,242.39,0.58897,0.50498,16956,0.055197,0.76345,0.8607,0.39933,303,171,173,201,0.48763,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561030003_000192.jpg,data_vol_down\images_crop\1762561030003_000192.jpg,data_vol_down\masks\1762561030003_000192.png,data_vol_down\overlays\1762561030003_000192.jpg
1762561030094_000193,1762561030.094,640,480,377.037,242.767,0.58912,0.50576,16909,0.055042,0.76134,0.85644,0.40196,303,171,173,202,0.48386,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561030094_000193.jpg,data_vol_down\images_crop\1762561030094_000193.jpg,data_vol_down\masks\1762561030094_000193.png,data_vol_down\overlays\1762561030094_000193.jpg
1762561030182_000194,1762561030.182,640,480,377.755,243.237,0.59024,0.50674,16960,0.055208,0.76472,0.84729,0.39039,304,171,172,203,0.48574,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561030182_000194.jpg,data_vol_down\images_crop\1762561030182_000194.jpg,data_vol_down\masks\1762561030182_000194.png,data_vol_down\overlays\1762561030182_000194.jpg
1762561030279_000195,1762561030.279,640,480,378.266,242.908,0.59104,0.50606,17023,0.055413,0.76748,0.84236,0.40543,305,171,171,203,0.49039,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561030279_000195.jpg,data_vol_down\images_crop\1762561030279_000195.jpg,data_vol_down\masks\1762561030279_000195.png,data_vol_down\overlays\1762561030279_000195.jpg
1762561030376_000196,1762561030.376,640,480,376.924,242.312,0.58894,0.50482,16763,0.054569,0.75975,0.85644,0.39642,303,170,173,202,0.4797,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561030376_000196.jpg,data_vol_down\images_crop\1762561030376_000196.jpg,data_vol_down\masks\1762561030376_000196.png,data_vol_down\overlays\1762561030376_000196.jpg
1762561030470_000197,1762561030.47,640,480,376.462,241.333,0.58822,0.50278,16754,0.054538,0.76441,0.85572,0.39902,303,170,172,201,0.48461,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561030470_000197.jpg,data_vol_down\images_crop\1762561030470_000197.jpg,data_vol_down\masks\1762561030470_000197.png,data_vol_down\overlays\1762561030470_000197.jpg
1762561030566_000198,1762561030.566,640,480,376.367,241.668,0.58807,0.50348,16736,0.054481,0.7666,0.84577,0.39834,304,170,170,201,0.4898,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561030566_000198.jpg,data_vol_down\images_crop\1762561030566_000198.jpg,data_vol_down\masks\1762561030566_000198.png,data_vol_down\overlays\1762561030566_000198.jpg
1762561030663_000199,1762561030.663,640,480,375.953,241.51,0.58743,0.50315,16707,0.054386,0.75843,0.84158,0.38955,304,170,170,202,0.48653,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561030663_000199.jpg,data_vol_down\images_crop\1762561030663_000199.jpg,data_vol_down\masks\1762561030663_000199.png,data_vol_down\overlays\1762561030663_000199.jpg
1762561030758_000200,1762561030.758,640,480,376.434,240.789,0.58818,0.50164,16841,0.054823,0.76472,0.85644,0.40229,302,169,173,202,0.48193,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561030758_000200.jpg,data_vol_down\images_crop\1762561030758_000200.jpg,data_vol_down\masks\1762561030758_000200.png,data_vol_down\overlays\1762561030758_000200.jpg
1762561030853_000201,1762561030.853,640,480,375.682,240.562,0.587,0.50117,16817,0.054743,0.75814,0.84653,0.38395,303,169,171,202,0.48686,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561030853_000201.jpg,data_vol_down\images_crop\1762561030853_000201.jpg,data_vol_down\masks\1762561030853_000201.png,data_vol_down\overlays\1762561030853_000201.jpg
1762561030947_000202,1762561030.947,640,480,375.654,241.066,0.58696,0.50222,16836,0.054805,0.76506,0.85572,0.40412,302,170,172,201,0.48698,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561030947_000202.jpg,data_vol_down\images_crop\1762561030947_000202.jpg,data_vol_down\masks\1762561030947_000202.png,data_vol_down\overlays\1762561030947_000202.jpg
1762561031040_000203,1762561031.04,640,480,375.54,241.27,0.58678,0.50265,16878,0.054941,0.76982,0.85075,0.40964,302,170,171,201,0.49105,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561031040_000203.jpg,data_vol_down\images_crop\1762561031040_000203.jpg,data_vol_down\masks\1762561031040_000203.png,data_vol_down\overlays\1762561031040_000203.jpg
1762561031132_000204,1762561031.132,640,480,375.781,241.764,0.58716,0.50367,16738,0.054486,0.75779,0.85644,0.382,302,170,173,202,0.47897,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561031132_000204.jpg,data_vol_down\images_crop\1762561031132_000204.jpg,data_vol_down\masks\1762561031132_000204.png,data_vol_down\overlays\1762561031132_000204.jpg
1762561031224_000205,1762561031.224,640,480,375.555,241.604,0.5868,0.50334,16611,0.054072,0.75907,0.84653,0.39963,303,170,171,202,0.48089,YCrCb,0,mediapipe,1,Fist,vol_down,data_vol_down\images_raw\1762561031224_000205.jpg,data_vol_down\images_crop\1762561031224_000205.jpg,data_vol_down\masks\1762561031224_000205.png,data_vol_down\overlays\1762561031224_000205.jpg
1762561031317_000206,1762561031.317,640,480,377.088,240.988,0.5892,0.50206,16869,0.054912,0.77184,0.84653,0.41132,304,169,171,202,0.48836,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561031317_000206.jpg,data_vol_down\images_crop\1762561031317_000206.jpg,data_vol_down\masks\1762561031317_000206.png,data_vol_down\overlays\1762561031317_000206.jpg
1762561031411_000207,1762561031.411,640,480,377.208,241.478,0.58939,0.50308,16741,0.054495,0.76377,0.85572,0.39347,304,170,172,201,0.48424,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561031411_000207.jpg,data_vol_down\images_crop\1762561031411_000207.jpg,data_vol_down\masks\1762561031411_000207.png,data_vol_down\overlays\1762561031411_000207.jpg
1762561031506_000208,1762561031.506,640,480,376.415,241.638,0.58815,0.50341,16667,0.054255,0.76056,0.85075,0.39839,304,170,171,201,0.48491,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561031506_000208.jpg,data_vol_down\images_crop\1762561031506_000208.jpg,data_vol_down\masks\1762561031506_000208.png,data_vol_down\overlays\1762561031506_000208.jpg
1762561031596_000209,1762561031.596,640,480,376.824,241.762,0.58879,0.50367,16706,0.054383,0.76704,0.85075,0.39907,304,170,171,201,0.48606,YCrCb,1,mediapipe,1,Point,vol_down,data_vol_down\images_raw\1762561031596_000209.jpg,data_vol_down\images_crop\1762561031596_000209.jpg,data_vol_down\masks\1762561031596_000209.png,data_vol_down\overlays\1762561031596_000209.jpg
